"BFS_NR","GEBIET_NAME","INDIKATOR_JAHR","INDIKATOR_VALUE","EINHEIT_LANG","column13"
"1","Aeugst a.A.","2010","606","Anzahl",""
"1","Aeugst a.A.","2011","604","Anzahl",""
"1","Aeugst a.A.","2012","593","Anzahl",""
"1","Aeugst a.A.","2013","591","Anzahl",""
"1","Aeugst a.A.","2014","590","Anzahl",""
"1","Aeugst a.A.","2015","601","Anzahl",""
"1","Aeugst a.A.","2016","592","Anzahl",""
"2","Affoltern a.A.","2010","496","Anzahl",""
"2","Affoltern a.A.","2011","498","Anzahl",""
"2","Affoltern a.A.","2012","515","Anzahl",""
"2","Affoltern a.A.","2013","516","Anzahl",""
"2","Affoltern a.A.","2014","518","Anzahl",""
"2","Affoltern a.A.","2015","525","Anzahl",""
"2","Affoltern a.A.","2016","521","Anzahl",""
"3","Bonstetten","2010","504","Anzahl",""
"3","Bonstetten","2011","500","Anzahl",""
"3","Bonstetten","2012","507","Anzahl",""
"3","Bonstetten","2013","505","Anzahl",""
"3","Bonstetten","2014","502","Anzahl",""
"3","Bonstetten","2015","505","Anzahl",""
"3","Bonstetten","2016","513","Anzahl",""
"4","Hausen a.A.","2010","548","Anzahl",""
"4","Hausen a.A.","2011","545","Anzahl",""
"4","Hausen a.A.","2012","562","Anzahl",""
"4","Hausen a.A.","2013","566","Anzahl",""
"4","Hausen a.A.","2014","576","Anzahl",""
"4","Hausen a.A.","2015","576","Anzahl",""
"4","Hausen a.A.","2016","582","Anzahl",""
"5","Hedingen","2010","498","Anzahl",""
"5","Hedingen","2011","510","Anzahl",""
"5","Hedingen","2012","523","Anzahl",""
"5","Hedingen","2013","527","Anzahl",""
"5","Hedingen","2014","523","Anzahl",""
"5","Hedingen","2015","522","Anzahl",""
"5","Hedingen","2016","528","Anzahl",""
"6","Kappel a.A.","2010","549","Anzahl",""
"6","Kappel a.A.","2011","547","Anzahl",""
"6","Kappel a.A.","2012","554","Anzahl",""
"6","Kappel a.A.","2013","582","Anzahl",""
"6","Kappel a.A.","2014","591","Anzahl",""
"6","Kappel a.A.","2015","576","Anzahl",""
"6","Kappel a.A.","2016","577","Anzahl",""
"7","Knonau","2010","475","Anzahl",""
"7","Knonau","2011","479","Anzahl",""
"7","Knonau","2012","502","Anzahl",""
"7","Knonau","2013","492","Anzahl",""
"7","Knonau","2014","497","Anzahl",""
"7","Knonau","2015","512","Anzahl",""
"7","Knonau","2016","504","Anzahl",""
"8","Maschwanden","2010","556","Anzahl",""
"8","Maschwanden","2011","574","Anzahl",""
"8","Maschwanden","2012","565","Anzahl",""
"8","Maschwanden","2013","588","Anzahl",""
"8","Maschwanden","2014","583","Anzahl",""
"8","Maschwanden","2015","578","Anzahl",""
"8","Maschwanden","2016","572","Anzahl",""
"9","Mettmenstetten","2010","517","Anzahl",""
"9","Mettmenstetten","2011","536","Anzahl",""
"9","Mettmenstetten","2012","551","Anzahl",""
"9","Mettmenstetten","2013","548","Anzahl",""
"9","Mettmenstetten","2014","554","Anzahl",""
"9","Mettmenstetten","2015","562","Anzahl",""
"9","Mettmenstetten","2016","557","Anzahl",""
"10","Obfelden","2010","545","Anzahl",""
"10","Obfelden","2011","552","Anzahl",""
"10","Obfelden","2012","559","Anzahl",""
"10","Obfelden","2013","560","Anzahl",""
"10","Obfelden","2014","562","Anzahl",""
"10","Obfelden","2015","566","Anzahl",""
"10","Obfelden","2016","577","Anzahl",""
"11","Ottenbach","2010","583","Anzahl",""
"11","Ottenbach","2011","590","Anzahl",""
"11","Ottenbach","2012","590","Anzahl",""
"11","Ottenbach","2013","593","Anzahl",""
"11","Ottenbach","2014","608","Anzahl",""
"11","Ottenbach","2015","614","Anzahl",""
"11","Ottenbach","2016","615","Anzahl",""
"12","Rifferswil","2010","527","Anzahl",""
"12","Rifferswil","2011","523","Anzahl",""
"12","Rifferswil","2012","550","Anzahl",""
"12","Rifferswil","2013","557","Anzahl",""
"12","Rifferswil","2014","558","Anzahl",""
"12","Rifferswil","2015","561","Anzahl",""
"12","Rifferswil","2016","535","Anzahl",""
"13","Stallikon","2010","654","Anzahl",""
"13","Stallikon","2011","641","Anzahl",""
"13","Stallikon","2012","646","Anzahl",""
"13","Stallikon","2013","644","Anzahl",""
"13","Stallikon","2014","626","Anzahl",""
"13","Stallikon","2015","633","Anzahl",""
"13","Stallikon","2016","615","Anzahl",""
"14","Wettswil a.A.","2010","588","Anzahl",""
"14","Wettswil a.A.","2011","584","Anzahl",""
"14","Wettswil a.A.","2012","596","Anzahl",""
"14","Wettswil a.A.","2013","601","Anzahl",""
"14","Wettswil a.A.","2014","596","Anzahl",""
"14","Wettswil a.A.","2015","605","Anzahl",""
"14","Wettswil a.A.","2016","598","Anzahl",""
"21","Adlikon","2010","660","Anzahl",""
"21","Adlikon","2011","681","Anzahl",""
"21","Adlikon","2012","661","Anzahl",""
"21","Adlikon","2013","710","Anzahl",""
"21","Adlikon","2014","710","Anzahl",""
"21","Adlikon","2015","759","Anzahl",""
"21","Adlikon","2016","705","Anzahl",""
"22","Benken","2010","599","Anzahl",""
"22","Benken","2011","578","Anzahl",""
"22","Benken","2012","624","Anzahl",""
"22","Benken","2013","657","Anzahl",""
"22","Benken","2014","624","Anzahl",""
"22","Benken","2015","635","Anzahl",""
"22","Benken","2016","623","Anzahl",""
"23","Berg a.I.","2010","636","Anzahl",""
"23","Berg a.I.","2011","663","Anzahl",""
"23","Berg a.I.","2012","683","Anzahl",""
"23","Berg a.I.","2013","685","Anzahl",""
"23","Berg a.I.","2014","694","Anzahl",""
"23","Berg a.I.","2015","696","Anzahl",""
"23","Berg a.I.","2016","714","Anzahl",""
"24","Buch a.I.","2010","623","Anzahl",""
"24","Buch a.I.","2011","609","Anzahl",""
"24","Buch a.I.","2012","598","Anzahl",""
"24","Buch a.I.","2013","630","Anzahl",""
"24","Buch a.I.","2014","627","Anzahl",""
"24","Buch a.I.","2015","657","Anzahl",""
"24","Buch a.I.","2016","633","Anzahl",""
"25","Dachsen","2010","501","Anzahl",""
"25","Dachsen","2011","503","Anzahl",""
"25","Dachsen","2012","506","Anzahl",""
"25","Dachsen","2013","520","Anzahl",""
"25","Dachsen","2014","521","Anzahl",""
"25","Dachsen","2015","507","Anzahl",""
"25","Dachsen","2016","528","Anzahl",""
"26","Dorf","2010","614","Anzahl",""
"26","Dorf","2011","626","Anzahl",""
"26","Dorf","2012","645","Anzahl",""
"26","Dorf","2013","651","Anzahl",""
"26","Dorf","2014","666","Anzahl",""
"26","Dorf","2015","661","Anzahl",""
"26","Dorf","2016","681","Anzahl",""
"27","Feuerthalen","2010","469","Anzahl",""
"27","Feuerthalen","2011","475","Anzahl",""
"27","Feuerthalen","2012","488","Anzahl",""
"27","Feuerthalen","2013","494","Anzahl",""
"27","Feuerthalen","2014","493","Anzahl",""
"27","Feuerthalen","2015","492","Anzahl",""
"27","Feuerthalen","2016","483","Anzahl",""
"28","Flaach","2010","596","Anzahl",""
"28","Flaach","2011","609","Anzahl",""
"28","Flaach","2012","659","Anzahl",""
"28","Flaach","2013","663","Anzahl",""
"28","Flaach","2014","654","Anzahl",""
"28","Flaach","2015","659","Anzahl",""
"28","Flaach","2016","658","Anzahl",""
"29","Flurlingen","2010","483","Anzahl",""
"29","Flurlingen","2011","483","Anzahl",""
"29","Flurlingen","2012","493","Anzahl",""
"29","Flurlingen","2013","500","Anzahl",""
"29","Flurlingen","2014","506","Anzahl",""
"29","Flurlingen","2015","492","Anzahl",""
"29","Flurlingen","2016","474","Anzahl",""
"30","Andelfingen","2010","562","Anzahl",""
"30","Andelfingen","2011","581","Anzahl",""
"30","Andelfingen","2012","575","Anzahl",""
"30","Andelfingen","2013","586","Anzahl",""
"30","Andelfingen","2014","572","Anzahl",""
"30","Andelfingen","2015","563","Anzahl",""
"30","Andelfingen","2016","562","Anzahl",""
"31","Henggart","2010","529","Anzahl",""
"31","Henggart","2011","522","Anzahl",""
"31","Henggart","2012","526","Anzahl",""
"31","Henggart","2013","532","Anzahl",""
"31","Henggart","2014","541","Anzahl",""
"31","Henggart","2015","533","Anzahl",""
"31","Henggart","2016","539","Anzahl",""
"32","Humlikon","2010","577","Anzahl",""
"32","Humlikon","2011","590","Anzahl",""
"32","Humlikon","2012","577","Anzahl",""
"32","Humlikon","2013","585","Anzahl",""
"32","Humlikon","2014","591","Anzahl",""
"32","Humlikon","2015","566","Anzahl",""
"32","Humlikon","2016","587","Anzahl",""
"33","Kleinandelfingen","2010","608","Anzahl",""
"33","Kleinandelfingen","2011","608","Anzahl",""
"33","Kleinandelfingen","2012","615","Anzahl",""
"33","Kleinandelfingen","2013","622","Anzahl",""
"33","Kleinandelfingen","2014","625","Anzahl",""
"33","Kleinandelfingen","2015","612","Anzahl",""
"33","Kleinandelfingen","2016","621","Anzahl",""
"34","Laufen-Uhwiesen","2010","540","Anzahl",""
"34","Laufen-Uhwiesen","2011","548","Anzahl",""
"34","Laufen-Uhwiesen","2012","562","Anzahl",""
"34","Laufen-Uhwiesen","2013","583","Anzahl",""
"34","Laufen-Uhwiesen","2014","554","Anzahl",""
"34","Laufen-Uhwiesen","2015","561","Anzahl",""
"34","Laufen-Uhwiesen","2016","568","Anzahl",""
"35","Marthalen","2010","590","Anzahl",""
"35","Marthalen","2011","597","Anzahl",""
"35","Marthalen","2012","606","Anzahl",""
"35","Marthalen","2013","615","Anzahl",""
"35","Marthalen","2014","612","Anzahl",""
"35","Marthalen","2015","603","Anzahl",""
"35","Marthalen","2016","623","Anzahl",""
"36","Oberstammheim","2010","538","Anzahl",""
"36","Oberstammheim","2011","552","Anzahl",""
"36","Oberstammheim","2012","567","Anzahl",""
"36","Oberstammheim","2013","581","Anzahl",""
"36","Oberstammheim","2014","556","Anzahl",""
"36","Oberstammheim","2015","559","Anzahl",""
"36","Oberstammheim","2016","558","Anzahl",""
"37","Ossingen","2010","526","Anzahl",""
"37","Ossingen","2011","543","Anzahl",""
"37","Ossingen","2012","557","Anzahl",""
"37","Ossingen","2013","566","Anzahl",""
"37","Ossingen","2014","560","Anzahl",""
"37","Ossingen","2015","575","Anzahl",""
"37","Ossingen","2016","586","Anzahl",""
"38","Rheinau","2010","536","Anzahl",""
"38","Rheinau","2011","566","Anzahl",""
"38","Rheinau","2012","566","Anzahl",""
"38","Rheinau","2013","562","Anzahl",""
"38","Rheinau","2014","570","Anzahl",""
"38","Rheinau","2015","598","Anzahl",""
"38","Rheinau","2016","592","Anzahl",""
"39","Thalheim a.d.Th.","2010","612","Anzahl",""
"39","Thalheim a.d.Th.","2011","654","Anzahl",""
"39","Thalheim a.d.Th.","2012","628","Anzahl",""
"39","Thalheim a.d.Th.","2013","636","Anzahl",""
"39","Thalheim a.d.Th.","2014","619","Anzahl",""
"39","Thalheim a.d.Th.","2015","615","Anzahl",""
"39","Thalheim a.d.Th.","2016","651","Anzahl",""
"40","Trüllikon","2010","633","Anzahl",""
"40","Trüllikon","2011","626","Anzahl",""
"40","Trüllikon","2012","651","Anzahl",""
"40","Trüllikon","2013","658","Anzahl",""
"40","Trüllikon","2014","652","Anzahl",""
"40","Trüllikon","2015","639","Anzahl",""
"40","Trüllikon","2016","644","Anzahl",""
"41","Truttikon","2010","561","Anzahl",""
"41","Truttikon","2011","596","Anzahl",""
"41","Truttikon","2012","591","Anzahl",""
"41","Truttikon","2013","598","Anzahl",""
"41","Truttikon","2014","614","Anzahl",""
"41","Truttikon","2015","605","Anzahl",""
"41","Truttikon","2016","560","Anzahl",""
"42","Unterstammheim","2010","514","Anzahl",""
"42","Unterstammheim","2011","549","Anzahl",""
"42","Unterstammheim","2012","551","Anzahl",""
"42","Unterstammheim","2013","560","Anzahl",""
"42","Unterstammheim","2014","554","Anzahl",""
"42","Unterstammheim","2015","569","Anzahl",""
"42","Unterstammheim","2016","555","Anzahl",""
"43","Volken","2010","534","Anzahl",""
"43","Volken","2011","577","Anzahl",""
"43","Volken","2012","580","Anzahl",""
"43","Volken","2013","550","Anzahl",""
"43","Volken","2014","590","Anzahl",""
"43","Volken","2015","578","Anzahl",""
"43","Volken","2016","590","Anzahl",""
"44","Waltalingen","2010","596","Anzahl",""
"44","Waltalingen","2011","593","Anzahl",""
"44","Waltalingen","2012","622","Anzahl",""
"44","Waltalingen","2013","643","Anzahl",""
"44","Waltalingen","2014","647","Anzahl",""
"44","Waltalingen","2015","631","Anzahl",""
"44","Waltalingen","2016","644","Anzahl",""
"51","Bachenbülach","2010","569","Anzahl",""
"51","Bachenbülach","2011","583","Anzahl",""
"51","Bachenbülach","2012","568","Anzahl",""
"51","Bachenbülach","2013","564","Anzahl",""
"51","Bachenbülach","2014","565","Anzahl",""
"51","Bachenbülach","2015","569","Anzahl",""
"51","Bachenbülach","2016","591","Anzahl",""
"52","Bassersdorf","2010","525","Anzahl",""
"52","Bassersdorf","2011","530","Anzahl",""
"52","Bassersdorf","2012","533","Anzahl",""
"52","Bassersdorf","2013","534","Anzahl",""
"52","Bassersdorf","2014","535","Anzahl",""
"52","Bassersdorf","2015","540","Anzahl",""
"52","Bassersdorf","2016","537","Anzahl",""
"53","Bülach","2010","508","Anzahl",""
"53","Bülach","2011","504","Anzahl",""
"53","Bülach","2012","520","Anzahl",""
"53","Bülach","2013","518","Anzahl",""
"53","Bülach","2014","517","Anzahl",""
"53","Bülach","2015","526","Anzahl",""
"53","Bülach","2016","524","Anzahl",""
"54","Dietlikon","2010","581","Anzahl",""
"54","Dietlikon","2011","586","Anzahl",""
"54","Dietlikon","2012","593","Anzahl",""
"54","Dietlikon","2013","577","Anzahl",""
"54","Dietlikon","2014","581","Anzahl",""
"54","Dietlikon","2015","575","Anzahl",""
"54","Dietlikon","2016","567","Anzahl",""
"55","Eglisau","2010","592","Anzahl",""
"55","Eglisau","2011","577","Anzahl",""
"55","Eglisau","2012","575","Anzahl",""
"55","Eglisau","2013","579","Anzahl",""
"55","Eglisau","2014","550","Anzahl",""
"55","Eglisau","2015","556","Anzahl",""
"55","Eglisau","2016","561","Anzahl",""
"56","Embrach","2010","552","Anzahl",""
"56","Embrach","2011","555","Anzahl",""
"56","Embrach","2012","560","Anzahl",""
"56","Embrach","2013","560","Anzahl",""
"56","Embrach","2014","564","Anzahl",""
"56","Embrach","2015","563","Anzahl",""
"56","Embrach","2016","558","Anzahl",""
"57","Freienstein-Teufen","2010","561","Anzahl",""
"57","Freienstein-Teufen","2011","564","Anzahl",""
"57","Freienstein-Teufen","2012","581","Anzahl",""
"57","Freienstein-Teufen","2013","584","Anzahl",""
"57","Freienstein-Teufen","2014","591","Anzahl",""
"57","Freienstein-Teufen","2015","604","Anzahl",""
"57","Freienstein-Teufen","2016","606","Anzahl",""
"58","Glattfelden","2010","585","Anzahl",""
"58","Glattfelden","2011","620","Anzahl",""
"58","Glattfelden","2012","606","Anzahl",""
"58","Glattfelden","2013","604","Anzahl",""
"58","Glattfelden","2014","612","Anzahl",""
"58","Glattfelden","2015","612","Anzahl",""
"58","Glattfelden","2016","611","Anzahl",""
"59","Hochfelden","2010","588","Anzahl",""
"59","Hochfelden","2011","571","Anzahl",""
"59","Hochfelden","2012","575","Anzahl",""
"59","Hochfelden","2013","584","Anzahl",""
"59","Hochfelden","2014","585","Anzahl",""
"59","Hochfelden","2015","598","Anzahl",""
"59","Hochfelden","2016","608","Anzahl",""
"60","Höri","2010","604","Anzahl",""
"60","Höri","2011","609","Anzahl",""
"60","Höri","2012","637","Anzahl",""
"60","Höri","2013","633","Anzahl",""
"60","Höri","2014","652","Anzahl",""
"60","Höri","2015","644","Anzahl",""
"60","Höri","2016","666","Anzahl",""
"61","Hüntwangen","2010","574","Anzahl",""
"61","Hüntwangen","2011","615","Anzahl",""
"61","Hüntwangen","2012","635","Anzahl",""
"61","Hüntwangen","2013","616","Anzahl",""
"61","Hüntwangen","2014","636","Anzahl",""
"61","Hüntwangen","2015","642","Anzahl",""
"61","Hüntwangen","2016","660","Anzahl",""
"62","Kloten","2010","518","Anzahl",""
"62","Kloten","2011","518","Anzahl",""
"62","Kloten","2012","524","Anzahl",""
"62","Kloten","2013","527","Anzahl",""
"62","Kloten","2014","525","Anzahl",""
"62","Kloten","2015","529","Anzahl",""
"62","Kloten","2016","531","Anzahl",""
"63","Lufingen","2010","609","Anzahl",""
"63","Lufingen","2011","615","Anzahl",""
"63","Lufingen","2012","606","Anzahl",""
"63","Lufingen","2013","626","Anzahl",""
"63","Lufingen","2014","600","Anzahl",""
"63","Lufingen","2015","624","Anzahl",""
"63","Lufingen","2016","635","Anzahl",""
"64","Nürensdorf","2010","624","Anzahl",""
"64","Nürensdorf","2011","637","Anzahl",""
"64","Nürensdorf","2012","655","Anzahl",""
"64","Nürensdorf","2013","648","Anzahl",""
"64","Nürensdorf","2014","648","Anzahl",""
"64","Nürensdorf","2015","650","Anzahl",""
"64","Nürensdorf","2016","654","Anzahl",""
"65","Oberembrach","2010","622","Anzahl",""
"65","Oberembrach","2011","655","Anzahl",""
"65","Oberembrach","2012","675","Anzahl",""
"65","Oberembrach","2013","714","Anzahl",""
"65","Oberembrach","2014","666","Anzahl",""
"65","Oberembrach","2015","674","Anzahl",""
"65","Oberembrach","2016","678","Anzahl",""
"66","Opfikon","2010","537","Anzahl",""
"66","Opfikon","2011","535","Anzahl",""
"66","Opfikon","2012","545","Anzahl",""
"66","Opfikon","2013","531","Anzahl",""
"66","Opfikon","2014","535","Anzahl",""
"66","Opfikon","2015","522","Anzahl",""
"66","Opfikon","2016","503","Anzahl",""
"67","Rafz","2010","544","Anzahl",""
"67","Rafz","2011","545","Anzahl",""
"67","Rafz","2012","570","Anzahl",""
"67","Rafz","2013","571","Anzahl",""
"67","Rafz","2014","569","Anzahl",""
"67","Rafz","2015","571","Anzahl",""
"67","Rafz","2016","567","Anzahl",""
"68","Rorbas","2010","607","Anzahl",""
"68","Rorbas","2011","597","Anzahl",""
"68","Rorbas","2012","597","Anzahl",""
"68","Rorbas","2013","602","Anzahl",""
"68","Rorbas","2014","613","Anzahl",""
"68","Rorbas","2015","597","Anzahl",""
"68","Rorbas","2016","589","Anzahl",""
"69","Wallisellen","2010","572","Anzahl",""
"69","Wallisellen","2011","582","Anzahl",""
"69","Wallisellen","2012","587","Anzahl",""
"69","Wallisellen","2013","599","Anzahl",""
"69","Wallisellen","2014","593","Anzahl",""
"69","Wallisellen","2015","584","Anzahl",""
"69","Wallisellen","2016","581","Anzahl",""
"70","Wasterkingen","2010","608","Anzahl",""
"70","Wasterkingen","2011","612","Anzahl",""
"70","Wasterkingen","2012","618","Anzahl",""
"70","Wasterkingen","2013","642","Anzahl",""
"70","Wasterkingen","2014","647","Anzahl",""
"70","Wasterkingen","2015","657","Anzahl",""
"70","Wasterkingen","2016","646","Anzahl",""
"71","Wil","2010","580","Anzahl",""
"71","Wil","2011","600","Anzahl",""
"71","Wil","2012","603","Anzahl",""
"71","Wil","2013","614","Anzahl",""
"71","Wil","2014","624","Anzahl",""
"71","Wil","2015","613","Anzahl",""
"71","Wil","2016","612","Anzahl",""
"72","Winkel","2010","669","Anzahl",""
"72","Winkel","2011","666","Anzahl",""
"72","Winkel","2012","690","Anzahl",""
"72","Winkel","2013","681","Anzahl",""
"72","Winkel","2014","665","Anzahl",""
"72","Winkel","2015","672","Anzahl",""
"72","Winkel","2016","685","Anzahl",""
"81","Bachs","2010","622","Anzahl",""
"81","Bachs","2011","632","Anzahl",""
"81","Bachs","2012","647","Anzahl",""
"81","Bachs","2013","652","Anzahl",""
"81","Bachs","2014","644","Anzahl",""
"81","Bachs","2015","645","Anzahl",""
"81","Bachs","2016","675","Anzahl",""
"82","Boppelsen","2010","623","Anzahl",""
"82","Boppelsen","2011","651","Anzahl",""
"82","Boppelsen","2012","641","Anzahl",""
"82","Boppelsen","2013","660","Anzahl",""
"82","Boppelsen","2014","623","Anzahl",""
"82","Boppelsen","2015","657","Anzahl",""
"82","Boppelsen","2016","644","Anzahl",""
"83","Buchs","2010","578","Anzahl",""
"83","Buchs","2011","579","Anzahl",""
"83","Buchs","2012","600","Anzahl",""
"83","Buchs","2013","590","Anzahl",""
"83","Buchs","2014","579","Anzahl",""
"83","Buchs","2015","596","Anzahl",""
"83","Buchs","2016","586","Anzahl",""
"84","Dällikon","2010","651","Anzahl",""
"84","Dällikon","2011","641","Anzahl",""
"84","Dällikon","2012","663","Anzahl",""
"84","Dällikon","2013","659","Anzahl",""
"84","Dällikon","2014","664","Anzahl",""
"84","Dällikon","2015","655","Anzahl",""
"84","Dällikon","2016","664","Anzahl",""
"85","Dänikon","2010","594","Anzahl",""
"85","Dänikon","2011","606","Anzahl",""
"85","Dänikon","2012","626","Anzahl",""
"85","Dänikon","2013","615","Anzahl",""
"85","Dänikon","2014","599","Anzahl",""
"85","Dänikon","2015","605","Anzahl",""
"85","Dänikon","2016","624","Anzahl",""
"86","Dielsdorf","2010","679","Anzahl",""
"86","Dielsdorf","2011","673","Anzahl",""
"86","Dielsdorf","2012","652","Anzahl",""
"86","Dielsdorf","2013","686","Anzahl",""
"86","Dielsdorf","2014","705","Anzahl",""
"86","Dielsdorf","2015","766","Anzahl",""
"86","Dielsdorf","2016","772","Anzahl",""
"87","Hüttikon","2010","699","Anzahl",""
"87","Hüttikon","2011","722","Anzahl",""
"87","Hüttikon","2012","732","Anzahl",""
"87","Hüttikon","2013","760","Anzahl",""
"87","Hüttikon","2014","750","Anzahl",""
"87","Hüttikon","2015","768","Anzahl",""
