"BFS_NR","GEBIET_NAME","INDIKATOR_JAHR","INDIKATOR_VALUE","AVG_Unfaelle_pro_Ort","Summe_aller_Unfaelle_pro_ort","EINHEIT_KURZ"
"223","Neftenbach","2012","9.6","9.04","63.3","pro 1000 Einw."
"223","Neftenbach","2013","7.2","9.04","63.3","pro 1000 Einw."
"223","Neftenbach","2014","9.3","9.04","63.3","pro 1000 Einw."
"223","Neftenbach","2015","8.9","9.04","63.3","pro 1000 Einw."
"223","Neftenbach","2016","10.1","9.04","63.3","pro 1000 Einw."
"224","Pfungen","2010","6.4","6.57","46","pro 1000 Einw."
"224","Pfungen","2011","6.6","6.57","46","pro 1000 Einw."
"224","Pfungen","2012","7.4","6.57","46","pro 1000 Einw."
"224","Pfungen","2013","6.2","6.57","46","pro 1000 Einw."
"224","Pfungen","2014","6.6","6.57","46","pro 1000 Einw."
"224","Pfungen","2015","4.0","6.57","46","pro 1000 Einw."
"224","Pfungen","2016","8.8","6.57","46","pro 1000 Einw."
"225","Rickenbach","2010","4.4","3.47","24.3","pro 1000 Einw."
"225","Rickenbach","2011","2.0","3.47","24.3","pro 1000 Einw."
"225","Rickenbach","2012","5.1","3.47","24.3","pro 1000 Einw."
"225","Rickenbach","2013","3.2","3.47","24.3","pro 1000 Einw."
"225","Rickenbach","2014","2.7","3.47","24.3","pro 1000 Einw."
"225","Rickenbach","2015","3.5","3.47","24.3","pro 1000 Einw."
"225","Rickenbach","2016","3.4","3.47","24.3","pro 1000 Einw."
"226","Schlatt","2010","6.8","9.09","63.6","pro 1000 Einw."
"226","Schlatt","2011","9.5","9.09","63.6","pro 1000 Einw."
"226","Schlatt","2012","10.8","9.09","63.6","pro 1000 Einw."
"226","Schlatt","2013","5.5","9.09","63.6","pro 1000 Einw."
"226","Schlatt","2014","13.3","9.09","63.6","pro 1000 Einw."
"226","Schlatt","2015","10.9","9.09","63.6","pro 1000 Einw."
"226","Schlatt","2016","6.8","9.09","63.6","pro 1000 Einw."
"227","Seuzach","2010","20.1","13.17","92.2","pro 1000 Einw."
"227","Seuzach","2011","11.9","13.17","92.2","pro 1000 Einw."
"227","Seuzach","2012","9.7","13.17","92.2","pro 1000 Einw."
"227","Seuzach","2013","12.2","13.17","92.2","pro 1000 Einw."
"227","Seuzach","2014","12.9","13.17","92.2","pro 1000 Einw."
"227","Seuzach","2015","13.1","13.17","92.2","pro 1000 Einw."
"227","Seuzach","2016","12.3","13.17","92.2","pro 1000 Einw."
"228","Turbenthal","2010","7.9","7.21","50.5","pro 1000 Einw."
"228","Turbenthal","2011","8.0","7.21","50.5","pro 1000 Einw."
"228","Turbenthal","2012","7.4","7.21","50.5","pro 1000 Einw."
"228","Turbenthal","2013","6.5","7.21","50.5","pro 1000 Einw."
"228","Turbenthal","2014","5.6","7.21","50.5","pro 1000 Einw."
"228","Turbenthal","2015","7.2","7.21","50.5","pro 1000 Einw."
"228","Turbenthal","2016","7.9","7.21","50.5","pro 1000 Einw."
"229","Wiesendangen (bis 2013)","2010","22.5","16.72","66.9","pro 1000 Einw."
"229","Wiesendangen (bis 2013)","2011","18.1","16.72","66.9","pro 1000 Einw."
"229","Wiesendangen (bis 2013)","2012","11.0","16.72","66.9","pro 1000 Einw."
"229","Wiesendangen (bis 2013)","2013","15.3","16.72","66.9","pro 1000 Einw."
"230","Winterthur","2010","13.6","12.51","87.6","pro 1000 Einw."
"230","Winterthur","2011","13.1","12.51","87.6","pro 1000 Einw."
"230","Winterthur","2012","12.6","12.51","87.6","pro 1000 Einw."
"230","Winterthur","2013","12.2","12.51","87.6","pro 1000 Einw."
"230","Winterthur","2014","11.6","12.51","87.6","pro 1000 Einw."
"230","Winterthur","2015","11.7","12.51","87.6","pro 1000 Einw."
"230","Winterthur","2016","12.8","12.51","87.6","pro 1000 Einw."
"231","Zell","2010","9.5","6.94","48.6","pro 1000 Einw."
"231","Zell","2011","5.2","6.94","48.6","pro 1000 Einw."
"231","Zell","2012","9.3","6.94","48.6","pro 1000 Einw."
"231","Zell","2013","6.2","6.94","48.6","pro 1000 Einw."
"231","Zell","2014","6.7","6.94","48.6","pro 1000 Einw."
"231","Zell","2015","5.8","6.94","48.6","pro 1000 Einw."
"231","Zell","2016","5.9","6.94","48.6","pro 1000 Einw."
"241","Aesch ZH","2010","7.7","9.41","65.9","pro 1000 Einw."
"241","Aesch ZH","2011","11.1","9.41","65.9","pro 1000 Einw."
"241","Aesch ZH","2012","6.0","9.41","65.9","pro 1000 Einw."
"241","Aesch ZH","2013","10.1","9.41","65.9","pro 1000 Einw."
"241","Aesch ZH","2014","5.1","9.41","65.9","pro 1000 Einw."
"241","Aesch ZH","2015","12.5","9.41","65.9","pro 1000 Einw."
"241","Aesch ZH","2016","13.4","9.41","65.9","pro 1000 Einw."
"242","Birmensdorf","2010","19.2","18.79","131.5","pro 1000 Einw."
"242","Birmensdorf","2011","15.5","18.79","131.5","pro 1000 Einw."
"242","Birmensdorf","2012","16.0","18.79","131.5","pro 1000 Einw."
"242","Birmensdorf","2013","21.5","18.79","131.5","pro 1000 Einw."
"242","Birmensdorf","2014","19.5","18.79","131.5","pro 1000 Einw."
"242","Birmensdorf","2015","18.4","18.79","131.5","pro 1000 Einw."
"242","Birmensdorf","2016","21.4","18.79","131.5","pro 1000 Einw."
"243","Dietikon","2010","11.7","9.63","67.4","pro 1000 Einw."
"243","Dietikon","2011","9.3","9.63","67.4","pro 1000 Einw."
"243","Dietikon","2012","9.4","9.63","67.4","pro 1000 Einw."
"243","Dietikon","2013","9.0","9.63","67.4","pro 1000 Einw."
"243","Dietikon","2014","8.0","9.63","67.4","pro 1000 Einw."
"243","Dietikon","2015","10.0","9.63","67.4","pro 1000 Einw."
"243","Dietikon","2016","10.0","9.63","67.4","pro 1000 Einw."
"244","Geroldswil","2010","11.2","9.24","64.7","pro 1000 Einw."
"244","Geroldswil","2011","7.9","9.24","64.7","pro 1000 Einw."
"244","Geroldswil","2012","7.6","9.24","64.7","pro 1000 Einw."
"244","Geroldswil","2013","12.4","9.24","64.7","pro 1000 Einw."
"244","Geroldswil","2014","8.9","9.24","64.7","pro 1000 Einw."
"244","Geroldswil","2015","8.6","9.24","64.7","pro 1000 Einw."
"244","Geroldswil","2016","8.1","9.24","64.7","pro 1000 Einw."
"245","Oberengstringen","2010","8.5","6.23","43.6","pro 1000 Einw."
"245","Oberengstringen","2011","5.5","6.23","43.6","pro 1000 Einw."
"245","Oberengstringen","2012","5.2","6.23","43.6","pro 1000 Einw."
"245","Oberengstringen","2013","6.1","6.23","43.6","pro 1000 Einw."
"245","Oberengstringen","2014","6.4","6.23","43.6","pro 1000 Einw."
"245","Oberengstringen","2015","5.0","6.23","43.6","pro 1000 Einw."
"245","Oberengstringen","2016","6.9","6.23","43.6","pro 1000 Einw."
"246","Oetwil a.d.L.","2010","4.4","6.9","48.3","pro 1000 Einw."
"246","Oetwil a.d.L.","2011","5.6","6.9","48.3","pro 1000 Einw."
"246","Oetwil a.d.L.","2012","9.5","6.9","48.3","pro 1000 Einw."
"246","Oetwil a.d.L.","2013","15.3","6.9","48.3","pro 1000 Einw."
"246","Oetwil a.d.L.","2014","3.9","6.9","48.3","pro 1000 Einw."
"246","Oetwil a.d.L.","2015","5.5","6.9","48.3","pro 1000 Einw."
"246","Oetwil a.d.L.","2016","4.1","6.9","48.3","pro 1000 Einw."
"247","Schlieren","2010","7.8","8.09","56.6","pro 1000 Einw."
"247","Schlieren","2011","7.2","8.09","56.6","pro 1000 Einw."
"247","Schlieren","2012","8.9","8.09","56.6","pro 1000 Einw."
"247","Schlieren","2013","8.8","8.09","56.6","pro 1000 Einw."
"247","Schlieren","2014","8.1","8.09","56.6","pro 1000 Einw."
"247","Schlieren","2015","7.4","8.09","56.6","pro 1000 Einw."
"247","Schlieren","2016","8.4","8.09","56.6","pro 1000 Einw."
"248","Uitikon","2010","4.6","4.41","30.9","pro 1000 Einw."
"248","Uitikon","2011","4.1","4.41","30.9","pro 1000 Einw."
"248","Uitikon","2012","3.8","4.41","30.9","pro 1000 Einw."
"248","Uitikon","2013","5.1","4.41","30.9","pro 1000 Einw."
"248","Uitikon","2014","5.8","4.41","30.9","pro 1000 Einw."
"248","Uitikon","2015","3.4","4.41","30.9","pro 1000 Einw."
"248","Uitikon","2016","4.1","4.41","30.9","pro 1000 Einw."
"249","Unterengstringen","2010","20.8","17.9","125.3","pro 1000 Einw."
"249","Unterengstringen","2011","16.7","17.9","125.3","pro 1000 Einw."
"249","Unterengstringen","2012","16.5","17.9","125.3","pro 1000 Einw."
"249","Unterengstringen","2013","18.3","17.9","125.3","pro 1000 Einw."
"249","Unterengstringen","2014","21.3","17.9","125.3","pro 1000 Einw."
"249","Unterengstringen","2015","13.0","17.9","125.3","pro 1000 Einw."
"249","Unterengstringen","2016","18.7","17.9","125.3","pro 1000 Einw."
"250","Urdorf","2010","11.9","12.43","87","pro 1000 Einw."
"250","Urdorf","2011","11.1","12.43","87","pro 1000 Einw."
"250","Urdorf","2012","13.2","12.43","87","pro 1000 Einw."
"250","Urdorf","2013","11.7","12.43","87","pro 1000 Einw."
"250","Urdorf","2014","12.1","12.43","87","pro 1000 Einw."
"250","Urdorf","2015","11.6","12.43","87","pro 1000 Einw."
"250","Urdorf","2016","15.4","12.43","87","pro 1000 Einw."
"251","Weiningen","2010","41.6","44.06","308.4","pro 1000 Einw."
"251","Weiningen","2011","46.0","44.06","308.4","pro 1000 Einw."
"251","Weiningen","2012","40.2","44.06","308.4","pro 1000 Einw."
"251","Weiningen","2013","45.4","44.06","308.4","pro 1000 Einw."
"251","Weiningen","2014","45.4","44.06","308.4","pro 1000 Einw."
"251","Weiningen","2015","35.0","44.06","308.4","pro 1000 Einw."
"251","Weiningen","2016","54.8","44.06","308.4","pro 1000 Einw."
"261","Zürich","2010","10.3","10.64","74.5","pro 1000 Einw."
"261","Zürich","2011","9.7","10.64","74.5","pro 1000 Einw."
"261","Zürich","2012","9.3","10.64","74.5","pro 1000 Einw."
"261","Zürich","2013","9.5","10.64","74.5","pro 1000 Einw."
"261","Zürich","2014","9.1","10.64","74.5","pro 1000 Einw."
"261","Zürich","2015","12.1","10.64","74.5","pro 1000 Einw."
"261","Zürich","2016","14.5","10.64","74.5","pro 1000 Einw."
"296","Illnau-Effretikon","2010","11.9","9.11","63.8","pro 1000 Einw."
"296","Illnau-Effretikon","2011","7.6","9.11","63.8","pro 1000 Einw."
"296","Illnau-Effretikon","2012","10.8","9.11","63.8","pro 1000 Einw."
"296","Illnau-Effretikon","2013","8.3","9.11","63.8","pro 1000 Einw."
"296","Illnau-Effretikon","2014","8.2","9.11","63.8","pro 1000 Einw."
"296","Illnau-Effretikon","2015","8.2","9.11","63.8","pro 1000 Einw."
"296","Illnau-Effretikon","2016","8.8","9.11","63.8","pro 1000 Einw."
"297","Bauma","2010","6.6","7.13","49.9","pro 1000 Einw."
"297","Bauma","2011","5.3","7.13","49.9","pro 1000 Einw."
"297","Bauma","2012","7.9","7.13","49.9","pro 1000 Einw."
"297","Bauma","2013","8.0","7.13","49.9","pro 1000 Einw."
"297","Bauma","2014","8.5","7.13","49.9","pro 1000 Einw."
"297","Bauma","2015","5.6","7.13","49.9","pro 1000 Einw."
"297","Bauma","2016","8.0","7.13","49.9","pro 1000 Einw."
"298","Wiesendangen","2010","28.7","17.97","125.8","pro 1000 Einw."
"298","Wiesendangen","2011","22.3","17.97","125.8","pro 1000 Einw."
"298","Wiesendangen","2012","13.1","17.97","125.8","pro 1000 Einw."
"298","Wiesendangen","2013","17.7","17.97","125.8","pro 1000 Einw."
"298","Wiesendangen","2014","15.7","17.97","125.8","pro 1000 Einw."
"298","Wiesendangen","2015","13.5","17.97","125.8","pro 1000 Einw."
"298","Wiesendangen","2016","14.8","17.97","125.8","pro 1000 Einw."
"0","Bezirk Affoltern","2010","8.1","7.29","51","pro 1000 Einw."
"0","Bezirk Affoltern","2011","7.6","7.29","51","pro 1000 Einw."
"0","Bezirk Affoltern","2012","7.1","7.29","51","pro 1000 Einw."
"0","Bezirk Affoltern","2013","7.0","7.29","51","pro 1000 Einw."
"0","Bezirk Affoltern","2014","6.8","7.29","51","pro 1000 Einw."
"0","Bezirk Affoltern","2015","7.2","7.29","51","pro 1000 Einw."
"0","Bezirk Affoltern","2016","7.2","7.29","51","pro 1000 Einw."
"0","Bezirk Andelfingen","2010","9.4","8.09","56.6","pro 1000 Einw."
"0","Bezirk Andelfingen","2011","8.0","8.09","56.6","pro 1000 Einw."
"0","Bezirk Andelfingen","2012","7.5","8.09","56.6","pro 1000 Einw."
"0","Bezirk Andelfingen","2013","7.5","8.09","56.6","pro 1000 Einw."
"0","Bezirk Andelfingen","2014","6.9","8.09","56.6","pro 1000 Einw."
"0","Bezirk Andelfingen","2015","8.4","8.09","56.6","pro 1000 Einw."
"0","Bezirk Andelfingen","2016","8.9","8.09","56.6","pro 1000 Einw."
"0","Bezirk Bülach","2010","12.9","12.61","88.3","pro 1000 Einw."
"0","Bezirk Bülach","2011","12.2","12.61","88.3","pro 1000 Einw."
"0","Bezirk Bülach","2012","12.6","12.61","88.3","pro 1000 Einw."
"0","Bezirk Bülach","2013","12.8","12.61","88.3","pro 1000 Einw."
"0","Bezirk Bülach","2014","12.5","12.61","88.3","pro 1000 Einw."
"0","Bezirk Bülach","2015","12.2","12.61","88.3","pro 1000 Einw."
"0","Bezirk Bülach","2016","13.1","12.61","88.3","pro 1000 Einw."
"0","Bezirk Dielsdorf","2010","11.1","10.26","71.8","pro 1000 Einw."
"0","Bezirk Dielsdorf","2011","9.8","10.26","71.8","pro 1000 Einw."
"0","Bezirk Dielsdorf","2012","9.9","10.26","71.8","pro 1000 Einw."
"0","Bezirk Dielsdorf","2013","9.8","10.26","71.8","pro 1000 Einw."
"0","Bezirk Dielsdorf","2014","10.7","10.26","71.8","pro 1000 Einw."
"0","Bezirk Dielsdorf","2015","10.1","10.26","71.8","pro 1000 Einw."
"0","Bezirk Dielsdorf","2016","10.4","10.26","71.8","pro 1000 Einw."
"0","Bezirk Dietikon","2010","12.5","11.79","82.5","pro 1000 Einw."
"0","Bezirk Dietikon","2011","11.0","11.79","82.5","pro 1000 Einw."
"0","Bezirk Dietikon","2012","11.3","11.79","82.5","pro 1000 Einw."
"0","Bezirk Dietikon","2013","12.4","11.79","82.5","pro 1000 Einw."
"0","Bezirk Dietikon","2014","11.4","11.79","82.5","pro 1000 Einw."
"0","Bezirk Dietikon","2015","10.8","11.79","82.5","pro 1000 Einw."
"0","Bezirk Dietikon","2016","13.1","11.79","82.5","pro 1000 Einw."
"0","Bezirk Hinwil","2010","8.6","8.03","56.2","pro 1000 Einw."
"0","Bezirk Hinwil","2011","7.8","8.03","56.2","pro 1000 Einw."
"0","Bezirk Hinwil","2012","7.9","8.03","56.2","pro 1000 Einw."
"0","Bezirk Hinwil","2013","8.0","8.03","56.2","pro 1000 Einw."
"0","Bezirk Hinwil","2014","7.5","8.03","56.2","pro 1000 Einw."
"0","Bezirk Hinwil","2015","8.2","8.03","56.2","pro 1000 Einw."
"0","Bezirk Hinwil","2016","8.2","8.03","56.2","pro 1000 Einw."
"0","Bezirk Horgen","2010","8.1","7.7","53.9","pro 1000 Einw."
"0","Bezirk Horgen","2011","8.1","7.7","53.9","pro 1000 Einw."
"0","Bezirk Horgen","2012","8.0","7.7","53.9","pro 1000 Einw."
"0","Bezirk Horgen","2013","7.8","7.7","53.9","pro 1000 Einw."
"0","Bezirk Horgen","2014","7.6","7.7","53.9","pro 1000 Einw."
"0","Bezirk Horgen","2015","6.9","7.7","53.9","pro 1000 Einw."
"0","Bezirk Horgen","2016","7.4","7.7","53.9","pro 1000 Einw."
"0","Bezirk Meilen","2010","5.6","5.69","39.8","pro 1000 Einw."
"0","Bezirk Meilen","2011","6.0","5.69","39.8","pro 1000 Einw."
"0","Bezirk Meilen","2012","6.7","5.69","39.8","pro 1000 Einw."
"0","Bezirk Meilen","2013","5.6","5.69","39.8","pro 1000 Einw."
"0","Bezirk Meilen","2014","5.3","5.69","39.8","pro 1000 Einw."
"0","Bezirk Meilen","2015","5.4","5.69","39.8","pro 1000 Einw."
"0","Bezirk Meilen","2016","5.2","5.69","39.8","pro 1000 Einw."
"0","Bezirk Pfäffikon","2010","10.0","8.67","60.7","pro 1000 Einw."
"0","Bezirk Pfäffikon","2011","8.2","8.67","60.7","pro 1000 Einw."
"0","Bezirk Pfäffikon","2012","9.1","8.67","60.7","pro 1000 Einw."
"0","Bezirk Pfäffikon","2013","8.7","8.67","60.7","pro 1000 Einw."
"0","Bezirk Pfäffikon","2014","8.3","8.67","60.7","pro 1000 Einw."
"0","Bezirk Pfäffikon","2015","8.2","8.67","60.7","pro 1000 Einw."
"0","Bezirk Pfäffikon","2016","8.2","8.67","60.7","pro 1000 Einw."
"0","Bezirk Uster","2010","9.5","8.69","60.8","pro 1000 Einw."
"0","Bezirk Uster","2011","9.1","8.69","60.8","pro 1000 Einw."
"0","Bezirk Uster","2012","9.0","8.69","60.8","pro 1000 Einw."
"0","Bezirk Uster","2013","8.2","8.69","60.8","pro 1000 Einw."
"0","Bezirk Uster","2014","7.9","8.69","60.8","pro 1000 Einw."
"0","Bezirk Uster","2015","8.3","8.69","60.8","pro 1000 Einw."
"0","Bezirk Uster","2016","8.8","8.69","60.8","pro 1000 Einw."
"0","Bezirk Winterthur","2010","12.8","11.2","78.4","pro 1000 Einw."
"0","Bezirk Winterthur","2011","11.7","11.2","78.4","pro 1000 Einw."
"0","Bezirk Winterthur","2012","11.1","11.2","78.4","pro 1000 Einw."
"0","Bezirk Winterthur","2013","10.8","11.2","78.4","pro 1000 Einw."
"0","Bezirk Winterthur","2014","10.3","11.2","78.4","pro 1000 Einw."
"0","Bezirk Winterthur","2015","10.3","11.2","78.4","pro 1000 Einw."
"0","Bezirk Winterthur","2016","11.4","11.2","78.4","pro 1000 Einw."
"0","Bezirk Zürich","2010","10.3","10.64","74.5","pro 1000 Einw."
"0","Bezirk Zürich","2011","9.7","10.64","74.5","pro 1000 Einw."
"0","Bezirk Zürich","2012","9.3","10.64","74.5","pro 1000 Einw."
"0","Bezirk Zürich","2013","9.5","10.64","74.5","pro 1000 Einw."
"0","Bezirk Zürich","2014","9.1","10.64","74.5","pro 1000 Einw."
"0","Bezirk Zürich","2015","12.1","10.64","74.5","pro 1000 Einw."
"0","Bezirk Zürich","2016","14.5","10.64","74.5","pro 1000 Einw."
"0","Region Furttal","2010","13.4","12.77","89.4","pro 1000 Einw."
"0","Region Furttal","2011","13.2","12.77","89.4","pro 1000 Einw."
"0","Region Furttal","2012","12.8","12.77","89.4","pro 1000 Einw."
"0","Region Furttal","2013","12.8","12.77","89.4","pro 1000 Einw."
"0","Region Furttal","2014","12.6","12.77","89.4","pro 1000 Einw."
"0","Region Furttal","2015","12.8","12.77","89.4","pro 1000 Einw."
"0","Region Furttal","2016","11.8","12.77","89.4","pro 1000 Einw."
"0","Region Glattal","2010","13.7","13","91","pro 1000 Einw."
"0","Region Glattal","2011","13.1","13","91","pro 1000 Einw."
"0","Region Glattal","2012","13.1","13","91","pro 1000 Einw."
"0","Region Glattal","2013","12.9","13","91","pro 1000 Einw."
"0","Region Glattal","2014","12.7","13","91","pro 1000 Einw."
"0","Region Glattal","2015","12.1","13","91","pro 1000 Einw."
"0","Region Glattal","2016","13.4","13","91","pro 1000 Einw."
"0","Region Knonaueramt","2010","8.1","7.29","51","pro 1000 Einw."
"0","Region Knonaueramt","2011","7.6","7.29","51","pro 1000 Einw."
"0","Region Knonaueramt","2012","7.1","7.29","51","pro 1000 Einw."
"0","Region Knonaueramt","2013","7.0","7.29","51","pro 1000 Einw."
"0","Region Knonaueramt","2014","6.8","7.29","51","pro 1000 Einw."
"0","Region Knonaueramt","2015","7.2","7.29","51","pro 1000 Einw."
"0","Region Knonaueramt","2016","7.2","7.29","51","pro 1000 Einw."
"0","Region Limmattal","2010","12.5","11.79","82.5","pro 1000 Einw."
"0","Region Limmattal","2011","11.0","11.79","82.5","pro 1000 Einw."
"0","Region Limmattal","2012","11.3","11.79","82.5","pro 1000 Einw."
"0","Region Limmattal","2013","12.4","11.79","82.5","pro 1000 Einw."
"0","Region Limmattal","2014","11.4","11.79","82.5","pro 1000 Einw."
"0","Region Limmattal","2015","10.8","11.79","82.5","pro 1000 Einw."
"0","Region Limmattal","2016","13.1","11.79","82.5","pro 1000 Einw."
"0","Region Oberland","2010","8.2","7.71","54","pro 1000 Einw."
"0","Region Oberland","2011","7.8","7.71","54","pro 1000 Einw."
"0","Region Oberland","2012","7.5","7.71","54","pro 1000 Einw."
"0","Region Oberland","2013","7.5","7.71","54","pro 1000 Einw."
"0","Region Oberland","2014","7.3","7.71","54","pro 1000 Einw."
"0","Region Oberland","2015","7.8","7.71","54","pro 1000 Einw."
"0","Region Oberland","2016","7.9","7.71","54","pro 1000 Einw."
"0","Region Pfannenstiel","2010","5.8","5.87","41.1","pro 1000 Einw."
"0","Region Pfannenstiel","2011","6.1","5.87","41.1","pro 1000 Einw."
"0","Region Pfannenstiel","2012","6.8","5.87","41.1","pro 1000 Einw."
"0","Region Pfannenstiel","2013","5.6","5.87","41.1","pro 1000 Einw."
"0","Region Pfannenstiel","2014","5.6","5.87","41.1","pro 1000 Einw."
"0","Region Pfannenstiel","2015","5.7","5.87","41.1","pro 1000 Einw."
"0","Region Pfannenstiel","2016","5.5","5.87","41.1","pro 1000 Einw."
"0","Region Unterland","2010","8.2","7.56","52.9","pro 1000 Einw."
"0","Region Unterland","2011","6.7","7.56","52.9","pro 1000 Einw."
"0","Region Unterland","2012","7.5","7.56","52.9","pro 1000 Einw."
"0","Region Unterland","2013","7.4","7.56","52.9","pro 1000 Einw."
"0","Region Unterland","2014","7.5","7.56","52.9","pro 1000 Einw."
"0","Region Unterland","2015","7.7","7.56","52.9","pro 1000 Einw."
"0","Region Unterland","2016","7.9","7.56","52.9","pro 1000 Einw."
"0","Region Weinland","2010","9.4","8.09","56.6","pro 1000 Einw."
"0","Region Weinland","2011","8.0","8.09","56.6","pro 1000 Einw."
"0","Region Weinland","2012","7.5","8.09","56.6","pro 1000 Einw."
"0","Region Weinland","2013","7.5","8.09","56.6","pro 1000 Einw."
"0","Region Weinland","2014","6.9","8.09","56.6","pro 1000 Einw."
"0","Region Weinland","2015","8.4","8.09","56.6","pro 1000 Einw."
"0","Region Weinland","2016","8.9","8.09","56.6","pro 1000 Einw."
"0","Region Winterthur u. Umg.","2010","13.0","11.2","78.4","pro 1000 Einw."
"0","Region Winterthur u. Umg.","2011","11.4","11.2","78.4","pro 1000 Einw."
"0","Region Winterthur u. Umg.","2012","11.3","11.2","78.4","pro 1000 Einw."
"0","Region Winterthur u. Umg.","2013","10.8","11.2","78.4","pro 1000 Einw."
"0","Region Winterthur u. Umg.","2014","10.3","11.2","78.4","pro 1000 Einw."
"0","Region Winterthur u. Umg.","2015","10.3","11.2","78.4","pro 1000 Einw."
"0","Region Winterthur u. Umg.","2016","11.3","11.2","78.4","pro 1000 Einw."
"0","Region Zimmerberg","2010","8.1","7.7","53.9","pro 1000 Einw."
"0","Region Zimmerberg","2011","8.1","7.7","53.9","pro 1000 Einw."
"0","Region Zimmerberg","2012","8.0","7.7","53.9","pro 1000 Einw."
"0","Region Zimmerberg","2013","7.8","7.7","53.9","pro 1000 Einw."
"0","Region Zimmerberg","2014","7.6","7.7","53.9","pro 1000 Einw."
"0","Region Zimmerberg","2015","6.9","7.7","53.9","pro 1000 Einw."
"0","Region Zimmerberg","2016","7.4","7.7","53.9","pro 1000 Einw."
"0","Region Zürich","2010","10.3","10.64","74.5","pro 1000 Einw."
"0","Region Zürich","2011","9.7","10.64","74.5","pro 1000 Einw."
"0","Region Zürich","2012","9.3","10.64","74.5","pro 1000 Einw."
"0","Region Zürich","2013","9.5","10.64","74.5","pro 1000 Einw."
"0","Region Zürich","2014","9.1","10.64","74.5","pro 1000 Einw."
"0","Region Zürich","2015","12.1","10.64","74.5","pro 1000 Einw."
"0","Region Zürich","2016","14.5","10.64","74.5","pro 1000 Einw."
"0","Zürich - ganzer Kanton","2010","10.2","9.76","68.3","pro 1000 Einw."
"0","Zürich - ganzer Kanton","2011","9.5","9.76","68.3","pro 1000 Einw."
"0","Zürich - ganzer Kanton","2012","9.4","9.76","68.3","pro 1000 Einw."
"0","Zürich - ganzer Kanton","2013","9.4","9.76","68.3","pro 1000 Einw."
"0","Zürich - ganzer Kanton","2014","9.1","9.76","68.3","pro 1000 Einw."
"0","Zürich - ganzer Kanton","2015","9.8","9.76","68.3","pro 1000 Einw."
"0","Zürich - ganzer Kanton","2016","10.9","9.76","68.3","pro 1000 Einw."
